movie_id,title,year,rating,duration,metascore,actors
tt1675434,Intouchables,2011,8.5,112,57,nm0167388:François Cluzet|nm1082477:Omar Sy|nm0494504:Anne Le Ny|nm1109153:Audrey Fleurot|nm1525639:Joséphine de Meaux|nm0597042:Clotilde Mollet|nm2031248:Alba Gaïa Bellugi|nm3994610:Cyril Mendy|nm5511912:Salimata Kamate|nm5511483:Absa Diatou Toure|nm0644314:Grégoire Oestermann|nm0196839:Dominique Daguier|nm0139107:François Caron|nm0024634:Christian Ameri|nm4552893:Thomas Solivérès|nm1049589:Dorothée Brière|nm0221103:Marie-Laure Descoureaux|nm2173724:Émilie Caen
tt0027977,Modern Times,1936,8.5,87,96,nm0000122:Charles Chaplin|nm0002104:Paulette Goddard|nm0074788:Henry Bergman|nm0761866:Tiny Sandford|nm0174682:Chester Conklin|nm0003424:Hank Mann|nm0090008:Stanley Blystone|nm0305087:Al Ernest Garcia|nm0018685:Richard Alexander|nm0721637:Cecil Reynolds|nm0571901:Mira McKinney|nm0534259:Murdock MacQuarrie|nm0524306:Wilfred Lucas|nm1250355:Edward LeSaint|nm0538984:Fred Malatesta|nm0825624:Sammy Stein|nm0840339:Juana Sutton|nm0647013:Ted Oliver
tt0078748,Alien,1979,8.5,117,89,nm0000244:Sigourney Weaver|nm0000643:Tom Skerritt|nm0000457:John Hurt|nm0001021:Veronica Cartwright|nm0001765:Harry Dean Stanton|nm0000453:Ian Holm|nm0001433:Yaphet Kotto|nm0045993:Bolaji Badejo|nm0395600:Helen Horton|nm0694101:Eddie Powell
tt0047396,Rear Window,1954,8.5,112,100,nm0000071:James Stewart|nm0000038:Grace Kelly|nm0179819:Wendell Corey|nm0728812:Thelma Ritter|nm0000994:Raymond Burr|nm0263393:Judith Evelyn|nm0046564:Ross Bagdasarian|nm0201045:Georgine Darcy|nm0076700:Sara Berner|nm0128326:Frank Cady|nm0269537:Jesslyn Fax|nm0363938:Rand Harper|nm0935597:Irene Winston|nm0202602:Havis Davenport|nm0030783:Jerry Antes|nm0047146:Barbara Bailey|nm0058778:Benny Bartlett|nm0096470:Nick Borgani
tt0064116,C'era una volta il West,1969,8.5,166,82,nm0000020:Henry Fonda|nm0000314:Charles Bronson|nm0001012:Claudia Cardinale|nm0001673:Jason Robards|nm0275213:Gabriele Ferzetti|nm0832375:Paolo Stoppa|nm0834754:Woody Strode|nm0001181:Jack Elam|nm0943978:Keenan Wynn|nm0938231:Frank Wolff|nm0822034:Lionel Stander|nm0029074:Livio Andronico|nm0059879:Salvatore Basile|nm0078044:Aldo Berti|nm0084243:Regina Elena Bisio|nm7994173:Joseph Bradley|nm0106394:Frank Braña|nm0141434:Marilù Carteny
tt0021749,City Lights,1931,8.5,87,99,nm0000122:Charles Chaplin|nm0156039:Virginia Cherrill|nm5681967:Florence Lee|nm0616729:Harry Myers|nm0305087:Al Ernest Garcia|nm0003424:Hank Mann|nm0008609:Johnny Aber|nm1033905:Jack Alexander|nm1035024:T.S. Alexander|nm1033907:Victor Alexander|nm0042317:Albert Austin|nm1035060:Harry Ayers|nm0048417:Eddie Baker|nm0074788:Henry Bergman|nm0080930:Edward Biby|nm0086199:Betty Blair|nm0110886:Buster Brodie|nm0139370:Jeanne Carpenter
tt1853728,Django Unchained,2012,8.5,165,81,nm0004937:Jamie Foxx|nm0910607:Christoph Waltz|nm0000138:Leonardo DiCaprio|nm0913488:Kerry Washington|nm0000168:Samuel L. Jackson|nm0324658:Walton Goggins|nm0160550:Dennis Christopher|nm0001664:James Remar|nm0824741:David Steen|nm4158239:Dana Gourrier|nm0732945:Nichole Galicia|nm0147312:Laura Cayouette|nm1017951:Ato Essandoh|nm0745353:Sammi Rotibi|nm0285047:Clay Donahue Fontenot|nm2931166:Escalante Lundy|nm4134721:Miriam F. Glover|nm0000467:Don Johnson
tt0910970,WALL·E,2008,8.4,98,95,nm0123785:Ben Burtt|nm2264184:Elissa Knight|nm0307531:Jeff Garlin|nm0929609:Fred Willard|nm3050831:MacInTalk|nm0001652:John Ratzenberger|nm0001562:Kathy Najimy|nm0000244:Sigourney Weaver|nm3127758:Karleen Griffin|nm0465777:Kim Kopf|nm2805755:Niki McElroy|nm1702764:Garrett Palmer|nm1751461:Lori Richardson|nm2048806:Jessica Skelton|nm2683881:Kai Steel Smith|nm9182208:Michael Toy
tt0078788,Apocalypse Now,1979,8.4,147,94,nm0000640:Martin Sheen|nm0000008:Marlon Brando|nm0000380:Robert Duvall|nm0002078:Frederic Forrest|nm0098734:Sam Bottoms|nm0000401:Laurence Fishburne|nm0355278:Albert Hall|nm0000148:Harrison Ford|nm0000454:Dennis Hopper|nm0819525:G.D. Spradlin|nm0956310:Jerry Ziesmer|nm0001277:Scott Glenn|nm0125793:Bo Byers|nm0443856:James Keane|nm0743953:Kerry Rossall|nm0574360:Ron McQueen|nm0556985:Tom Mason|nm0939626:Cynthia Wood
tt0209144,Memento,2001,8.4,113,83,nm0001602:Guy Pearce|nm0005251:Carrie-Anne Moss|nm0001592:Joe Pantoliano|nm0095478:Mark Boone Junior|nm0270383:Russ Fega|nm0289080:Jorja Fox|nm0864997:Stephen Tobolowsky|nm0364748:Harriet Sansom Harris|nm0502073:Thomas Lennon|nm0719678:Callum Keith Rennie|nm0132649:Kimberly Campbell|nm0611127:Marianne Muellerleile|nm0390227:Larry Holden|nm1548733:Doshia Darmane|nm2177179:Stephanie Searson|nm1426333:Buzz Visconti
tt15239678,Dune: Part Two,2024,8.5,166,79,nm3154303:Timothée Chalamet|nm3918035:Zendaya|nm0272581:Rebecca Ferguson|nm0000849:Javier Bardem|nm0000982:Josh Brolin|nm2581521:Austin Butler|nm6073955:Florence Pugh|nm1176985:Dave Bautista|nm0000686:Christopher Walken|nm2244205:Léa Seydoux|nm0001745:Stellan Skarsgård|nm0001648:Charlotte Rampling|nm9113893:Souheila Yacoub|nm0950619:Roger Yuan|nm2129802:Babs Olusanmokun|nm8357101:Alison Halstead|nm5617584:Giusi Merli|nm0855019:Kait Tenison
tt0082971,Raiders of the Lost Ark,1981,8.4,115,86,nm0000148:Harrison Ford|nm0000261:Karen Allen|nm0293550:Paul Freeman|nm0722636:John Rhys-Davies|nm0479951:Ronald Lacey|nm0001186:Denholm Elliott|nm0000547:Alfred Molina|nm0434759:Wolf Kahler|nm0001891:Anthony Higgins|nm0846004:Vic Tablian|nm0271514:Don Fellows|nm0393853:William Hootkins|nm0717810:Bill Reimbold|nm0814885:Fred Sorenson|nm0244190:Patrick Durkin|nm0780321:Matthew Scurfield|nm0915912:Malcolm Weaver|nm0129640:Sonny Caldinez
tt0405094,Das Leben der Anderen,2007,8.4,137,89,nm0618057:Ulrich Mühe|nm0311476:Martina Gedeck|nm0462407:Sebastian Koch|nm0876300:Ulrich Tukur|nm0857998:Thomas Thieme|nm0061830:Hans-Uwe Bauer|nm0459087:Volkmar Kleinert|nm0107495:Matthias Brenner|nm1554735:Charly Hübner|nm0460578:Herbert Knaup|nm0873619:Bastian Trost|nm0344276:Marie Gruber|nm1796924:Volker Zack|nm0246306:Werner Daehn|nm0104180:Martin Brambach|nm0367074:Hubertus Hartmann|nm0036649:Thomas Arnold|nm1091185:Hinnerk Schönemann
tt4154756,Avengers: Infinity War,2018,8.4,149,68,nm0000375:Robert Downey Jr.|nm1165110:Chris Hemsworth|nm0749263:Mark Ruffalo|nm0262635:Chris Evans|nm0424060:Scarlett Johansson|nm0000332:Don Cheadle|nm1212722:Benedict Cumberbatch|nm4043618:Tom Holland|nm1569276:Chadwick Boseman|nm0757855:Zoe Saldaña|nm2394794:Karen Gillan|nm1089991:Tom Hiddleston|nm0079273:Paul Bettany|nm0647634:Elizabeth Olsen|nm1107001:Anthony Mackie|nm1659221:Sebastian Stan|nm0252961:Idris Elba|nm1775091:Danai Gurira
tt0043014,Sunset Boulevard,1950,8.4,110,94,nm0000034:William Holden|nm0841797:Gloria Swanson|nm0002233:Erich von Stroheim|nm0647970:Nancy Olson|nm0163939:Fred Clark|nm0332221:Lloyd Gough|nm0916131:Jack Webb|nm0267916:Franklyn Farnum|nm0086627:Larry J. Blake|nm0206742:Charles Dayton|nm0001124:Cecil B. DeMille|nm0394407:Hedda Hopper|nm0000036:Buster Keaton|nm0632160:Anna Q. Nilsson|nm0912478:H.B. Warner|nm0263143:Ray Evans|nm0515254:Jay Livingston|nm0017674:Fred Aldrich
tt4633694,Spider-Man: Into the Spider-Verse,2018,8.4,117,87,nm4271336:Shameik Moore|nm2159926:Jake Johnson|nm2794962:Hailee Steinfeld|nm0991810:Mahershala Ali|nm3109964:Brian Tyree Henry|nm0005499:Lily Tomlin|nm0904967:Luna Lauren Velez|nm2368789:Zoë Kravitz|nm1825214:John Mulaney|nm4733752:Kimiko Glenn|nm0000115:Nicolas Cage|nm1063517:Kathryn Hahn|nm0000630:Liev Schreiber|nm1517976:Chris Pine|nm2295540:Natalie Morales|nm2430511:Edwin R. Habacon|nm1209966:Oscar Isaac|nm2336966:Greta Lee
tt0051201,Witness for the Prosecution,1958,8.4,116,76,nm0000061:Tyrone Power|nm0000017:Marlene Dietrich|nm0001452:Charles Laughton|nm0006471:Elsa Lanchester|nm0002369:John Williams|nm0199787:Henry Daniell|nm0938052:Ian Wolfe|nm0857147:Torin Thatcher|nm0889540:Norma Varden|nm0640547:Una O'Connor|nm0174031:Francis Compton|nm0867282:Philip Tonge|nm0498181:Ruta Lee|nm0013934:Patrick Aherne|nm0024693:Don Ames|nm0036530:Larry Arnold|nm0045839:Walter Bacon|nm0048417:Eddie Baker
tt0050825,Paths of Glory,1957,8.4,88,90,nm0000018:Kirk Douglas|nm0576127:Ralph Meeker|nm0579663:Adolphe Menjou|nm0534317:George Macready|nm0606998:Wayne Morris|nm0027323:Richard Anderson|nm0877185:Joe Turkel|nm0473583:Christiane Kubrick|nm0369617:Jerry Hausner|nm0135044:Peter Capell|nm0583093:Emile Meyer|nm0293099:Bert Freed|nm0225103:Kem Dibbs|nm0137046:Timothy Carey|nm0068209:Fred Bell|nm0825519:John Stein|nm0070773:Harold Benedict|nm0109057:Leon Briggs
tt0081505,The Shining,1980,8.4,146,68,nm0000197:Jack Nicholson|nm0001167:Shelley Duvall|nm0515950:Danny Lloyd|nm0001079:Scatman Crothers|nm0625167:Barry Nelson|nm0832104:Philip Stone|nm0877185:Joe Turkel|nm0413271:Anne Jackson|nm0123748:Tony Burton|nm0067672:Lia Beldam|nm0316862:Billie Gibson|nm0219336:Barry Dennen|nm0062657:David Baxt|nm0715197:Manning Redwood|nm0122767:Lisa Burns|nm0122769:Louise Burns|nm0660623:Robin Pappas|nm0171277:Alison Coleridge
tt0032553,The Great Dictator,1941,8.4,125,,nm0000122:Charles Chaplin|nm0002104:Paulette Goddard|nm0642988:Jack Oakie|nm0306786:Reginald Gardiner|nm0199787:Henry Daniell|nm0317970:Billy Gilbert|nm0354916:Grace Hayle|nm0214924:Carter DeHaven|nm0608373:Maurice Moscovitch|nm0242562:Emma Dunn|nm0329827:Bernard Gorcey|nm0917837:Paul Weigel|nm0174682:Chester Conklin|nm0585116:Esther Michelson|nm0003424:Hank Mann|nm0942390:Florence Wright|nm0340806:Eddie Gribbon|nm0026049:Rudolph Anders
tt23849204,12th Fail,2023,8.7,147,,nm5447706:Vikrant Massey|nm10791162:Medha Shankr|nm8910763:Anant Joshi|nm11045179:Anshuman Pushkar|nm3348178:Geeta Agrawal Sharma|nm1390115:Harish Khanna|nm1934428:Sarita Joshi|nm1024101:Priyanshu Chatterjee|nm14653472:Vikas Divyakirti|nm12449815:Abhishek Sengupta|nm15144689:Triaksh Chhabra|nm8487520:Darius Chinoy|nm8784315:Vijay Kumar Dogra|nm13945127:Fasi Khan|nm10995739:Sam Mohan|nm5091817:Rahul Dev Shetty|nm11740020:Suraj Naagar|nm9742550:Sanjay Bishnoi
tt2380307,Coco,2017,8.4,105,81,nm5645519:Anthony Gonzalez|nm0305558:Gael García Bernal|nm0000973:Benjamin Bratt|nm0005513:Alanna Ubach|nm0896149:Renee Victor|nm0131781:Jaime Camil|nm0000778:Alfonso Arau|nm0797567:Herbert Siguenza|nm0407101:Gabriel Iglesias|nm0101603:Lombardo Boyar|nm0613872:Ana Ofelia Murguía|nm3086285:Natalia Cordova-Buckley|nm0526090:Selene Luna|nm0001579:Edward James Olmos|nm2016172:Sofía Espinosa|nm3770662:Carla Medina|nm0650969:Dyana Ortelli|nm0883609:Luis Valdez
tt1345836,The Dark Knight Rises,2012,8.4,164,78,nm0000288:Christian Bale|nm0362766:Tom Hardy|nm0004266:Anne Hathaway|nm0000198:Gary Oldman|nm0330687:Joseph Gordon-Levitt|nm0182839:Marion Cotillard|nm0000151:Morgan Freeman|nm0000323:Michael Caine|nm0000546:Matthew Modine|nm0009530:Alon Aboutboul|nm0578853:Ben Mendelsohn|nm1218607:Burn Gorman|nm0839326:Daniel Sunjata|nm0318821:Aidan Gillen|nm1404145:Sam Kennard|nm2465744:Aliash Tepina|nm0004801:Nestor Carbonell|nm0191442:Brett Cullen
tt0361748,Inglourious Basterds,2009,8.4,153,69,nm0000093:Brad Pitt|nm1208167:Diane Kruger|nm0744834:Eli Roth|nm0491259:Mélanie Laurent|nm0910607:Christoph Waltz|nm1055413:Michael Fassbender|nm0117709:Daniel Brühl|nm0001709:Til Schweiger|nm0121972:Gedeon Burkhard|nm1784515:Jacky Ido|nm1145983:B.J. Novak|nm2374829:Omar Doom|nm0225944:August Diehl|nm1616970:Denis Ménochet|nm0343857:Sylvester Groth|nm0943487:Martin Wuttke|nm0000196:Mike Myers|nm0237838:Julie Dreyfus
tt0090605,Aliens,1986,8.4,137,84,nm0000244:Sigourney Weaver|nm0000299:Michael Biehn|nm0001343:Carrie Henn|nm0001663:Paul Reiser|nm0000448:Lance Henriksen|nm0000200:Bill Paxton|nm0394054:William Hope|nm0001280:Jenette Goldstein|nm0559922:Al Matthews|nm0001679:Mark Rolston|nm0743768:Ricco Ross|nm0384876:Colette Hiller|nm0440511:Daniel Kash|nm0778992:Cynthia Dale Scott|nm0864150:Tip Tipping|nm0824365:Trevor Steedman|nm0561792:Paul Maxwell|nm0171438:Valerie Colgan
tt0086879,Amadeus,1984,8.4,160,87,nm0000719:F. Murray Abraham|nm0001371:Tom Hulce|nm0000931:Elizabeth Berridge|nm0234541:Roy Dotrice|nm0001003:Simon Callow|nm0002056:Christine Ebersole|nm0000470:Jeffrey Jones|nm0443016:Charles Kay|nm0573299:Kenneth McMillan|nm0048652:Kenny Baker|nm0058853:Lisbeth Bartlett|nm0117408:Barbara Bryne|nm0147168:Martin Cavina|nm0177260:Roderick Cook|nm0218562:Milan Demjanenko|nm0226495:Peter DiGesu|nm0291068:Richard Frank|nm0385701:Patrick Hines
tt4154796,Avengers: Endgame,2019,8.4,181,78,nm0000375:Robert Downey Jr.|nm0262635:Chris Evans|nm0749263:Mark Ruffalo|nm1165110:Chris Hemsworth|nm0424060:Scarlett Johansson|nm0719637:Jeremy Renner|nm0000332:Don Cheadle|nm0748620:Paul Rudd|nm1212722:Benedict Cumberbatch|nm1569276:Chadwick Boseman|nm0488953:Brie Larson|nm4043618:Tom Holland|nm2394794:Karen Gillan|nm0757855:Zoe Saldaña|nm1431940:Evangeline Lilly|nm1935086:Tessa Thompson|nm0000623:Rene Russo|nm0647634:Elizabeth Olsen
tt0119217,Good Will Hunting,1998,8.3,126,71,nm0000245:Robin Williams|nm0000354:Matt Damon|nm0000255:Ben Affleck|nm0001745:Stellan Skarsgård|nm0585906:John Mighton|nm0538259:Rachel Majorowski|nm0565494:Colleen McCauley|nm0000729:Casey Affleck|nm0369513:Cole Hauser|nm0580436:Matt Mercier|nm0820538:Ralph St. George|nm0528546:Rob Lynds|nm0913418:Dan Washington|nm0284315:Alison Folland|nm0108683:Derrick Bridgeman|nm0006710:Vik Sahay|nm0251059:Shannon Egleson|nm0529147:Rob Lyons
tt0114709,Toy Story,1995,8.3,81,96,nm0000158:Tom Hanks|nm0000741:Tim Allen|nm0725543:Don Rickles|nm0001815:Jim Varney|nm0001728:Wallace Shawn|nm0001652:John Ratzenberger|nm0001633:Annie Potts|nm0606658:John Morris|nm0902184:Erik von Detten|nm0582418:Laurie Metcalf|nm0000388:R. Lee Ermey|nm0293589:Sarah Rayne|nm0422710:Penn Jillette|nm0029460:Jack Angel|nm0039970:Spencer Aste|nm0073765:Greg Berg|nm7610142:Lisa Bradley|nm0192368:Kendall Cunningham
tt0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,8.3,95,97,nm0000634:Peter Sellers|nm0001715:George C. Scott|nm0001330:Sterling Hayden|nm0943978:Keenan Wynn|nm0001620:Slim Pickens|nm0119988:Peter Bull|nm0000469:James Earl Jones|nm1064352:Tracy Reed|nm0155043:Jack Creley|nm0077543:Frank Berry|nm0642056:Robert O'Neil|nm0065140:Glenn Beck|nm0827144:Roy Stephens|nm0727300:Shane Rimmer|nm0302115:Hal Galili|nm0848470:Paul Tamarin|nm0378814:Laurence Herder|nm0849638:Gordon Tanner
tt0364569,Oldeuboi,2003,8.3,120,78,nm0158856:Choi Min-sik|nm0949167:Yoo Ji-tae|nm1367246:Kang Hye-jeong|nm1366028:Kim Byeong-Ok|nm1203041:Ji Dae-han|nm1367681:Oh Dal-su|nm1800416:Lee Seung-shin|nm1517134:Yoon Jin-seo|nm0644905:Oh Tae-kyung|nm1881661:Yoo Yeon-seok|nm1880422:Il-han Oo|nm11543923:Lee Young-hee|nm1067552:Kim Young Ae|nm1779499:Mi Mi Lee|nm4226710:Jae-Duk Han|nm2966510:Jung Ae Kwak|nm3514429:San Kim|nm12014594:Chae-soo Jang
tt0057565,Tengoku to jigoku,1963,8.4,143,90,nm0001536:Toshirô Mifune|nm0755403:Yutaka Sada|nm0619938:Tatsuya Nakadai|nm0434593:Kyôko Kagawa|nm0586227:Tatsuya Mihashi|nm0454087:Isao Kimura|nm0411146:Kenjirô Ishiyama|nm0441399:Takeshi Katô|nm0793766:Takashi Shimura|nm0853392:Jun Tazaki|nm0620206:Nobuo Nakamura|nm0411770:Yûnosuke Itô|nm0945734:Tsutomu Yamazaki|nm0156928:Minoru Chiaki|nm0867391:Eijirô Tôno|nm0793674:Masao Shimizu|nm0793618:Masahiko Shimazu|nm0251014:Toshio Egi
tt0082096,Das Boot,1982,8.4,149,85,nm0001638:Jürgen Prochnow|nm0344963:Herbert Grönemeyer|nm0921044:Klaus Wennemann|nm0071059:Hubertus Bengsch|nm0783847:Martin Semmelrogge|nm0851427:Bernd Tauber|nm0496441:Erwin Leder|nm0562056:Martin May|nm0388517:Heinz Hoenig|nm0643805:Uwe Ochsenknecht|nm0748936:Claude-Oliver Rudolph|nm0270035:Jan Fedder|nm0725338:Ralf Richter|nm0076751:Joachim Bernhard|nm0834640:Oliver Stritzel|nm0065489:Konrad Becker|nm0774119:Lutz Schnell|nm0376046:Martin Hemme
tt0112573,Braveheart,1995,8.3,178,68,nm0000154:Mel Gibson|nm0000521:Sophie Marceau|nm0001526:Patrick McGoohan|nm0005171:Angus Macfadyen|nm0732703:James Robinson|nm0492566:Sean Lawlor|nm0625729:Sandy Nelson|nm0181920:James Cosmo|nm0569336:Sean McGinley|nm0848100:Alan Tall|nm0918571:Andrew Weir|nm0828941:Gerda Stevenson|nm0722661:Ralph Riach|nm0130860:Mhairi Calvey|nm0004051:Brian Cox|nm0360165:Peter Hanly|nm0082550:Stephen Billington|nm0569547:Barry McGovern
tt0169547,American Beauty,1999,8.3,122,84,nm0000228:Kevin Spacey|nm0000906:Annette Bening|nm0000301:Thora Birch|nm0004747:Wes Bentley|nm0002546:Mena Suvari|nm0001251:Peter Gallagher|nm0005049:Allison Janney|nm0177933:Chris Cooper|nm0000836:Scott Bakula|nm0730168:Sam Robards|nm0215916:Barry Del Sherman|nm0148043:Ara Celi|nm0158626:John Cho|nm0040717:Fort Atkinson|nm0143547:Sue Casey|nm0269021:Kent Faulcon|nm0917570:Brenda Wehle|nm0167156:Lisa Cloud
tt0119698,Mononoke-hime,1997,8.3,133,76,nm0559444:Yôji Matsuda|nm0410942:Yuriko Ishida|nm0849100:Yûko Tanaka|nm0001082:Billy Crudup|nm0000671:Billy Bob Thornton|nm0000378:Minnie Driver|nm0224007:John DiMaggio|nm0000132:Claire Danes|nm0218555:John DeMita|nm0000586:Jada Pinkett Smith|nm0000096:Gillian Anderson|nm0202966:Keith David|nm0123553:Corey Burton|nm0152839:Tara Strong|nm0218556:Julia Fletcher|nm0220635:Debi Derryberry|nm0273371:Alex Fernandez|nm0282027:Jack Fletcher
tt5311514,Kimi no na wa.,2017,8.4,106,81,nm1126340:Ryûnosuke Kamiki|nm4759838:Mone Kamishiraishi|nm6954008:Ryo Narita|nm2976492:Aoi Yûki|nm4858403:Nobunaga Shimazaki|nm5481013:Kaito Ishikawa|nm4411190:Kanon Tani|nm1111054:Masaki Terasoma|nm1360441:Sayaka Ôhara|nm0409287:Kazuhiko Inoue|nm0149218:Chafûrin|nm2573928:Kana Hanazawa|nm1924628:Yuka Terasaki|nm1310910:Takashi Onozuka|nm7402413:Yôhei Namekawa|nm7164107:Miyu Tsuji|nm3562961:Shin'ya Hamazoe|nm4646101:Kanami Satô
tt7286456,Joker,2019,8.3,122,59,nm0001618:Joaquin Phoenix|nm0000134:Robert De Niro|nm5939164:Zazie Beetz|nm0175814:Frances Conroy|nm0191442:Brett Cullen|nm0924154:Shea Whigham|nm0131966:Bill Camp|nm0281909:Glenn Fleshler|nm5279916:Leigh Gill|nm0656929:Josh Pais|nm11027103:Rocco Luna|nm0549505:Marc Maron|nm0416932:Sondra James|nm0349881:Murphy Guyer|nm0388061:Douglas Hodge|nm7159554:Dante Pereira-Olson|nm10504250:Carrie Louise Putrello|nm0913531:Sharon Washington
tt1187043,3 Idiots,2009,8.4,170,67,nm0451148:Aamir Khan|nm0534856:Madhavan|nm1587175:Mona Singh|nm0430817:Sharman Joshi|nm0004626:Kareena Kapoor|nm1224082:Boman Irani|nm1437925:Omi Vaidya|nm0412917:Jaaved Jaaferi|nm0756378:Parikshit Sahni|nm1717985:Olivier Lafont|nm2874992:Rahul Kumar|nm1011383:Amardeep Jha|nm0045124:Farida Dadi|nm1569092:Mukund Bhatt|nm3760619:Chaitali Bose|nm0471389:Jayant Kripalani|nm0050187:Arun Bali|nm3735902:Shoaib Ahmed
tt8267604,Capharnaüm,2018,8.4,126,75,nm9862858:Zain Al Rafeea|nm9862859:Yordanos Shiferaw|nm9862860:Boluwatife Treasure Bankole|nm10201625:Kawsar Al Haddad|nm5765775:Fadi Yousef|nm10201626:Cedra Izzam|nm10201627:Alaa Chouchnieh|nm0451898:Elias Khoury|nm11319525:Mohammad Al Abdallah|nm11319558:Mohamad Abdellatif|nm10201648:Abdo Abdo|nm11319562:Hampig Abraham|nm11319557:Jamil Ahmad|nm11319515:Mohamad Akkar|nm11319523:Elias Akobegia|nm10201638:Riman Al Rafeea|nm11319536:Legamett Alamou|nm11319553:Majd Nabil Alhalabi
tt0087843,Once Upon a Time in America,1984,8.3,229,75,nm0000134:Robert De Niro|nm0000249:James Woods|nm0001527:Elizabeth McGovern|nm0001852:Treat Williams|nm0001839:Tuesday Weld|nm0949350:Burt Young|nm0000582:Joe Pesci|nm0000732:Danny Aiello|nm0001235:William Forsythe|nm0370747:James Hayden|nm0283311:Darlanne Fluegel|nm0710858:Larry Rapp|nm0588279:Dutch Miller|nm0363948:Robert Harper|nm0109175:Richard Bright|nm0614285:Gerard Murphy|nm0753087:Amy Ryder|nm0439466:Olga Karlatos
tt0180093,Requiem for a Dream,2000,8.3,102,71,nm0000995:Ellen Burstyn|nm0001467:Jared Leto|nm0000124:Jennifer Connelly|nm0005541:Marlon Wayans|nm0001520:Christopher McDonald|nm0489837:Louise Lasser|nm0476040:Marcia Jean Kurtz|nm0765423:Janet Sarno|nm0791877:Suzanne Shepherd|nm2999980:Joanne Gordon|nm0036921:Charlotte Aronofsky|nm0546797:Mark Margolis|nm0443244:Michael Kaycheck|nm0640081:Jack O'Connell|nm0557779:Chas Mastin|nm0619651:Ajay Naidu|nm0347797:Sean Gullette|nm0794658:Samia Shoaib
tt0091251,Idi i smotri,1985,8.3,142,,nm0470385:Aleksey Kravchenko|nm0592500:Olga Mironova|nm0490708:Liubomiras Laucevicius|nm0046575:Vladas Bagdonas|nm2496074:Jüri Lumiste|nm0520660:Viktors Lorencs|nm0704859:Kazimir Rabetsky|nm0854367:Evgeniy Tilicheev|nm0073415:Aleksandr Berda|nm0892736:G. Velts|nm0890575:V. Vasilyev|nm1693714:Igor Gnevashev|nm0231698:Vasiliy Domrachyov|nm1222100:G. Yelkin|nm0473087:Evgeniy Kryzhanovskiy|nm1221166:N. Lisichenok|nm0541326:Viktor Manaev|nm0560667:Takhir Matyullin
tt0045152,Singin' in the Rain,1952,8.3,103,99,nm0000037:Gene Kelly|nm0640307:Donald O'Connor|nm0001666:Debbie Reynolds|nm0353405:Jean Hagen|nm0593612:Millard Mitchell|nm0001998:Cyd Charisse|nm0288830:Douglas Fowley|nm0001549:Rita Moreno|nm0011625:Dawn Addams|nm0017021:John Albright|nm0020093:Shirlee Allard|nm0020293:Bebe Allen|nm0021081:Sue Allen|nm5908110:John Angelo|nm1147661:Marie Ardell|nm0035147:Bette Arlen|nm0047835:David Bair|nm16499882:Jane Bateman
tt0086190,Star Wars: Episode VI - Return of the Jedi,1983,8.3,131,58,nm0000434:Mark Hamill|nm0000148:Harrison Ford|nm0000402:Carrie Fisher|nm0001850:Billy Dee Williams|nm0000355:Anthony Daniels|nm0562679:Peter Mayhew|nm0789970:Sebastian Shaw|nm0001519:Ian McDiarmid|nm0000568:Frank Oz|nm0000469:James Earl Jones|nm0001190:David Prowse|nm0000027:Alec Guinness|nm0048652:Kenny Baker|nm0672190:Michael Pennington|nm0171829:Kenneth Colley|nm0141816:Michael Carter|nm0493200:Denis Lawson|nm0741714:Tim Rose
tt0044741,Ikiru,1956,8.3,143,92,nm0793766:Takashi Shimura|nm0437520:Nobuo Kaneko|nm0385443:Shin'ichi Himori|nm0848984:Haruo Tanaka|nm0156928:Minoru Chiaki|nm0643887:Miki Odagiri|nm0383091:Bokuzen Hidari|nm0945253:Minosuke Yamada|nm0297869:Kamatari Fujiwara|nm0462182:Makoto Kobori|nm0620206:Nobuo Nakamura|nm1226419:Atsushi Watanabe|nm0454087:Isao Kimura|nm0793674:Masao Shimizu|nm0411770:Yûnosuke Itô|nm0881540:Kumeko Urabe|nm0594542:Eiko Miyoshi|nm0393352:Noriko Honma
tt2106476,Jagten,2012,8.3,115,77,nm0586568:Mads Mikkelsen|nm0488917:Thomas Bo Larsen|nm5038871:Annika Wedderkopp|nm5039026:Lasse Fogelstrøm|nm0937622:Susse Wold|nm0368482:Anne Louise Hassing|nm1046521:Lars Ranthe|nm0710658:Alexandra Rapaport|nm3781410:Sebastian Bull|nm5164600:Steen Ordell Guldbrand Jensen|nm3352804:Daniel Engstrup|nm2344099:Troels Thorsen|nm5164640:Søren Rønholt|nm3769297:Hana Shuan|nm0476989:Jytte Kvinesdal|nm3199538:Josefine Gråbøl|nm0377580:Bjarne Henriksen|nm1514468:Nicolai Dahl Hamilton
tt0338013,Eternal Sunshine of the Spotless Mind,2004,8.3,108,89,nm0000120:Jim Carrey|nm0000701:Kate Winslet|nm0929489:Tom Wilkinson|nm0004423:Gerry Robert Byrne|nm0000704:Elijah Wood|nm0752876:Thomas Jay Ryan|nm0749263:Mark Ruffalo|nm0011038:Jane Adams|nm0189144:David Cross|nm0000379:Kirsten Dunst|nm1439297:Ryan Whitney|nm0043743:Debbon Ayer|nm1552908:Amir Ali Said|nm1552903:Brian Price|nm1445789:Paulie Litt|nm1346160:Josh Flitter|nm1287000:Lola Daehler|nm0640055:Deirdre O'Connell
